last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Sherman,Brad,J.,,,Brad Sherman,10/24/1954,M,rep,CA,32,,Democrat,https://sherman.house.gov,https://sherman.house.gov,2365 Rayburn House Office Building Washington DC 20515-0532,202-225-5911,https://sherman.house.gov/address_authentication?form=/contact/opinion,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,BradSherman,30216513,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,,S000344,1526,N00006897,,H6CA24113,45124,400371,142,Brad Sherman,,29707,Brad Sherman
Simpson,Michael,K.,,Mike,Michael K. Simpson,9/8/1950,M,rep,ID,2,,Republican,https://simpson.house.gov,https://simpson.house.gov,2084 Rayburn House Office Building Washington DC 20515-1202,202-225-5531,,http://simpson.house.gov/news/rss.aspx,CongMikeSimpson,76132891,96007744606,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,,S001148,1590,N00006263,,H8ID02064,57889,400376,2917,Michael K. Simpson,,29910,Mike Simpson
Smith,Adam,,,,Adam Smith,6/15/1965,M,rep,WA,9,,Democrat,https://adamsmith.house.gov,https://adamsmith.house.gov,2264 Rayburn House Office Building Washington DC 20515-4709,202-225-8901,,http://www.house.gov/news/rss.aspx,RepAdamSmith,58928690,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,,S000510,1528,N00007833,,H6WA09025,44329,400379,845,Adam Smith,,29768,Adam Smith (Washington politician)
Smith,Adrian,,,,Adrian Smith,12/19/1970,M,rep,NE,3,,Republican,https://adriansmith.house.gov,https://adriansmith.house.gov,502 Cannon House Office Building Washington DC 20515-2703,202-225-6435,,http://adriansmith.house.gov/rss.xml,RepAdrianSmith,296245061,repadriansmith,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,,S001172,1860,N00027623,,H6NE03115,1022845,412217,21284,Adrian Smith,,20729,Adrian Smith (politician)
Smith,Christopher,H.,,Chris,Christopher H. Smith,3/4/1953,M,rep,NJ,4,,Republican,https://chrissmith.house.gov,https://chrissmith.house.gov,2373 Rayburn House Office Building Washington DC 20515-3004,202-225-3765,,http://chrissmith.house.gov/news/rss.aspx,,,RepChrisSmith,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,,S000522,1071,N00009816,,H8NJ04014,6411,400380,26952,Chris Smith (New Jersey),,14863,Chris Smith (New Jersey politician)
Sánchez,Linda,T.,,,Linda T. Sánchez,1/28/1969,F,rep,CA,38,,Democrat,https://lindasanchez.house.gov,https://lindasanchez.house.gov,2309 Rayburn House Office Building Washington DC 20515-0538,202-225-6676,https://lindasanchez.house.gov/address_authentication?form=/contact/email-me,http://lindasanchez.house.gov/index.php?format=feed&amp;type=rss,RepLindaSanchez,312134473,CongresswomanLindaSanchez,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,,S001156,1757,N00024870,,H2CA39078,1003554,400355,29674,Linda Sánchez,,20310,Linda Sánchez
Thompson,Bennie,G.,,,Bennie G. Thompson,1/28/1948,M,rep,MS,2,,Democrat,https://benniethompson.house.gov,https://benniethompson.house.gov,2466 Rayburn House Office Building Washington DC 20515-2402,202-225-5876,,http://benniethompson.house.gov/index.php?format=feed&amp;type=rss,BennieGThompson,82453460,CongressmanBennieGThompson,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw,,T000193,1151,N00003288,,H4MS02068,7304,400402,26929,Bennie Thompson,,29368,Bennie Thompson
Thompson,Mike,Michael,,,Mike Thompson,1/24/1951,M,rep,CA,4,,Democrat,https://mikethompson.house.gov,https://mikethompson.house.gov,268 Cannon House Office Building Washington DC 20515-0504,202-225-3311,https://mikethompson.house.gov/address_authentication?form=/contact/email-me,http://mikethompson.house.gov/news/rss.aspx,RepThompson,303861808,RepMikeThompson,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg,@repthompson@mastodon.social,T000460,1593,N00007419,,H8CA01109,57872,400403,3564,Mike Thompson (California),,29901,Mike Thompson (California politician)
Thompson,Glenn,,,,Glenn Thompson,7/27/1959,M,rep,PA,15,,Republican,https://thompson.house.gov,https://thompson.house.gov,400 Cannon House Office Building Washington DC 20515-3815,202-225-5121,,http://thompson.house.gov/rss.xml,CongressmanGT,18967498,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,,T000467,1952,N00029736,,H8PA05071,1031359,412317,24046,Glenn Thompson (Pennsylvania),,20946,Glenn Thompson (politician)
Thune,John,,,,John Thune,1/7/1961,M,sen,SD,,3,Republican,https://www.thune.senate.gov,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,https://www.thune.senate.gov/public/index.cfm/contact,http://www.thune.senate.gov/public/index.cfm/rss/feed,SenJohnThune,296361085,LeaderJohnThune,johnthune,UCRu6lpRfxhkDGUrKDgQNZYQ,,T000250,1534,N00004572,S303,"S2SD00068,H6SD00085",45552,400546,398,John Thune,,29754,John Thune
Tonko,Paul,,,,Paul Tonko,6/18/1949,M,rep,NY,20,,Democrat,https://tonko.house.gov,https://tonko.house.gov,2269 Rayburn House Office Building Washington DC 20515-3220,202-225-5076,https://tonko.house.gov/forms/writeyourrep/?zip5=12065&zip4=,http://tonko.house.gov/rss/press-releases.xml,RepPaulTonko,84119348,reppaultonko,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ,,T000469,1942,N00030196,,H8NY21203,1031353,412319,4403,Paul Tonko,,20934,Paul Tonko
Turner,Michael,R.,,,Michael R. Turner,1/11/1960,M,rep,OH,10,,Republican,https://turner.house.gov,https://turner.house.gov,2183 Rayburn House Office Building Washington DC 20515-3510,202-225-6465,,http://turner.house.gov/news/rss.aspx,RepMikeTurner,51228911,RepMikeTurner,CongressmanTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,,T000463,1741,N00025175,,"H2OH03067,H2OH03091",1003607,400411,45519,Michael R. Turner,,20342,Mike Turner
Van Hollen,Chris,,,,Chris Van Hollen,1/10/1959,M,sen,MD,,3,Democrat,https://www.vanhollen.senate.gov,https://www.vanhollen.senate.gov,730 Hart Senate Office Building Washington DC 20510,202-224-4654,https://www.vanhollen.senate.gov/contact/email,,ChrisVanHollen,18137749,chrisvanhollen,RepChrisVanHollen,UCkpfJWu1N9Okd6PE_NidtBQ,,V000128,1729,N00013820,S390,"H2MD08126,S6MD03441",20756,400415,6098,Chris Van Hollen,,20330,Chris Van Hollen
Velázquez,Nydia,M.,,,Nydia M. Velázquez,3/28/1953,F,rep,NY,7,,Democrat,https://velazquez.house.gov,https://velazquez.house.gov,2302 Rayburn House Office Building Washington DC 20515-3207,202-225-2361,https://velazquez.house.gov/contact,,NydiaVelazquez,164369297,8037068318,nydiavelazquez,UCqMKPkKeeHFOOiZ9vxhXGVg,,V000081,1184,N00001102,,H2NY00010,26160,400416,26975,Nydia Velazquez,,29378,Nydia Velázquez
Walberg,Tim,,,,Tim Walberg,4/12/1951,M,rep,MI,5,,Republican,https://walberg.house.gov,https://walberg.house.gov,2266 Rayburn House Office Building Washington DC 20515-2205,202-225-6276,,http://walberg.house.gov/news/rss.aspx,RepWalberg,237862972,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,,W000798,1855,N00026368,,H4MI07103,1022844,412213,8618,Tim Walberg,,20725,Tim Walberg
Wasserman Schultz,Debbie,,,,Debbie Wasserman Schultz,9/27/1966,F,rep,FL,25,,Democrat,https://wassermanschultz.house.gov,https://wassermanschultz.house.gov,270 Cannon House Office Building Washington DC 20515-0925,202-225-7931,,http://wassermanschultz.house.gov/atom.xml,RepDWStweets,1140648348,RepDWS,RepWassermanSchultz,UCfHQiJVvMlYbVAxrMSLdO4w,,W000797,1777,N00026106,,H4FL20023,86882,400623,24301,Debbie Wasserman Schultz,,20504,Debbie Wasserman Schultz
Waters,Maxine,,,,Maxine Waters,8/15/1938,F,rep,CA,43,,Democrat,https://waters.house.gov,https://waters.house.gov,2221 Rayburn House Office Building Washington DC 20515-0543,202-225-2201,https://waters.house.gov/address_authentication?form=/contact/email-me,http://waters.house.gov/news/rss.aspx,RepMaxineWaters,36686040,MaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,,W000187,1205,N00006690,,H4CA23011,1953,400422,26759,Maxine Waters,,29106,Maxine Waters
Webster,Daniel,,,,Daniel Webster,4/27/1949,M,rep,FL,11,,Republican,https://webster.house.gov,https://webster.house.gov,2184 Rayburn House Office Building Washington DC 20515-0911,202-225-1002,,http://webster.house.gov/news/rss.aspx,RepWebster,281540744,RepWebster,repdanwebster,UCCoX4VdU7U11eGEA0lbRtLw,,W000806,2002,N00026335,,"H0FL08208,S4FL00256",30504,412410,24302,Daniel Webster,,21116,Daniel Webster (Florida politician)
Welch,Peter,,,,Peter Welch,5/2/1947,M,sen,VT,,3,Democrat,https://www.welch.senate.gov,https://www.welch.senate.gov,115 Russell Senate Office Building Washington DC 20510,202-224-4242,https://www.welch.senate.gov/email-peter/,,PeterWelch,1410590874,PeterWelch,reppeterwelch,UC0YfApJx6qNaAQ-ir93U8xA,,W000800,1879,N00000515,S422,"H6VT00160,H8VT00034,S2VT00235",1019990,412239,51272,Peter Welch,,20750,Peter Welch
Wilson,Joe,G.,,,Joe Wilson,7/31/1947,M,rep,SC,2,,Republican,https://joewilson.house.gov,https://joewilson.house.gov,1436 Longworth House Office Building Washington DC 20515-4002,202-225-2452,,http://joewilson.house.gov/news/rss.aspx,RepJoeWilson,254082173,JoeWilson,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,,W000795,1688,N00024809,,H2SC02059,1002567,400433,3985,Joe Wilson,,20138,Joe Wilson (American politician)
Wilson,Frederica,S.,,,Frederica S. Wilson,11/5/1942,F,rep,FL,24,,Democrat,https://wilson.house.gov,https://wilson.house.gov,2080 Rayburn House Office Building Washington DC 20515-0924,202-225-4506,,http://wilson.house.gov/common/rss//index.cfm?rss=49,RepWilson,234014087,RepWilson,repfredericawilson,UCP5QBhng_lHv-vJgE_h7lpA,,W000808,2004,N00030650,,H0FL17068,87016,412412,17319,Frederica Wilson,,21118,Frederica Wilson
Wittman,Robert,J.,,,Robert J. Wittman,2/3/1959,M,rep,VA,1,,Republican,https://wittman.house.gov,https://wittman.house.gov,2055 Rayburn House Office Building Washington DC 20515-4601,202-225-4261,,http://www.wittman.house.gov/index.php?format=feed&amp;type=rss,RobWittman,15356407,RepRobWittman,RobWittman,UCIqIb-OaTbkIdU426eYIdPg,,W000804,1886,N00029459,,H8VA01147,1028089,412255,58133,Robert J. Wittman,,20756,Rob Wittman
Womack,Steve,,,,Steve Womack,2/18/1957,M,rep,AR,3,,Republican,https://womack.house.gov,https://womack.house.gov,2412 Rayburn House Office Building Washington DC 20515-0403,202-225-4301,,http://womack.house.gov/news/rss.aspx,Rep_SteveWomack,234469322,RepSteveWomack,CongressmanWomack,UCXJbUDLYX-wGIhRuN66hqZw,,W000809,1991,N00031857,,H0AR03055,1033625,412402,71815,Steve Womack,,21108,Steve Womack
Wyden,Ron,,,,Ron Wyden,5/3/1949,M,sen,OR,,3,Democrat,https://www.wyden.senate.gov,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244,https://www.wyden.senate.gov/contact/,http://www.wyden.senate.gov/rss/feeds/?type=all&amp;,RonWyden,250188760,senatorronwyden,senronwyden,UCsd3UEaoLoqX60P88BdpGGw,,W000779,1247,N00007724,S247,"S6OR00110,H0OR03026",1962,300100,27036,Ron Wyden,,14871,Ron Wyden
Young,Todd,C.,,,Todd Young,8/24/1972,M,sen,IN,,3,Republican,https://www.young.senate.gov,https://www.young.senate.gov,185 Dirksen Senate Office Building Washington DC 20510,202-224-5623,https://www.young.senate.gov/contact,,SenToddYoung,234128524,SenatorToddYoung,RepToddYoung,UCuknj4PGn91gHDNAfboZEgQ,,Y000064,2019,N00030670,S391,"H0IN09070,S6IN00191",1033743,412428,120345,Todd Young,,21133,Todd Young
Amodei,Mark,E.,,,Mark E. Amodei,6/12/1958,M,rep,NV,2,,Republican,https://amodei.house.gov,https://amodei.house.gov,104 Cannon House Office Building Washington DC 20515-2802,202-225-6155,,http://amodei.house.gov/common/rss//?rss=49,MarkAmodeiNV2,402719755,MarkAmodeiNV2,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw,,A000369,2090,N00031177,,"H2NV02395,H1NV02017,S0NV00237",62817,412500,12537,Mark Amodei,,21196,Mark Amodei
Bonamici,Suzanne,,,,Suzanne Bonamici,10/14/1954,F,rep,OR,1,,Democrat,https://bonamici.house.gov,https://bonamici.house.gov,2231 Rayburn House Office Building Washington DC 20515-3701,202-225-0855,,http://bonamici.house.gov/rss.xml,RepBonamici,558769636,congresswomanbonamici,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,,B001278,2092,N00033474,,H2OR01133,63966,412501,59641,Suzanne Bonamici,,21198,Suzanne Bonamici
DelBene,Suzan,K.,,,Suzan K. DelBene,2/17/1962,F,rep,WA,1,,Democrat,https://delbene.house.gov,https://delbene.house.gov,2311 Rayburn House Office Building Washington DC 20515-4701,202-225-6311,,http://delbene.house.gov/rss.xml,RepDelBene,995193054,RepDelBene,,UCd00b7TpKDZIr-Ujhaktvjg,,D000617,2096,N00030693,,H0WA08046,1033929,412505,126272,Suzan DelBene,,31101,Suzan DelBene
Massie,Thomas,,,,Thomas Massie,1/13/1971,M,rep,KY,4,,Republican,https://massie.house.gov,https://massie.house.gov,2371 Rayburn House Office Building Washington DC 20515-1704,202-225-3465,,http://massie.house.gov/rss.xml,RepThomasMassie,975200486,RepThomasMassie,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,,M001184,2094,N00034041,,H2KY04121,79951,412503,132068,Thomas Massie,,31102,Thomas Massie
Schatz,Brian,Emanuel,,,Brian Schatz,10/20/1972,M,sen,HI,,3,Democrat,https://www.schatz.senate.gov,https://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,202-224-3934,https://www.schatz.senate.gov/contact,,SenBrianSchatz,1262099252,SenBrianSchatz,senbrianschatz,UC8-mSYp2WqBiB_5iwtwKfow,,S001194,2173,N00028138,S353,"S4HI00136,H6HI02244",87784,412507,17852,Brian E. Schatz,,41112,Brian Schatz
Foster,Bill,,,,Bill Foster,10/7/1955,M,rep,IL,11,,Democrat,https://foster.house.gov,https://foster.house.gov,2366 Rayburn House Office Building Washington DC 20515-1311,202-225-3515,,http://foster.house.gov/rss.xml,RepBillFoster,1080509366,CongressmanBillFoster,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,,F000454,1888,N00029139,,"H8IL14067,H2IL11124",1027346,412257,101632,Bill Foster,,20749,Bill Foster (politician)
Titus,Dina,,,,Dina Titus,5/23/1950,F,rep,NV,1,,Democrat,https://titus.house.gov,https://titus.house.gov,2370 Rayburn House Office Building Washington DC 20515-2801,202-225-5965,,http://titus.house.gov/rss.xml,RepDinaTitus,122174004,CongresswomanTitus,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw,,T000468,1940,N00030191,,H8NV03036,1021622,412318,2629,Dina Titus,,20927,Dina Titus
Cotton,Tom,,,,Tom Cotton,5/13/1977,M,sen,AR,,2,Republican,https://www.cotton.senate.gov,https://www.cotton.senate.gov,326 Russell Senate Office Building Washington DC 20510,202-224-2353,https://www.cotton.senate.gov/contact/contact-tom,,SenTomCotton,968650362,SenatorTomCotton,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg,,C001095,2098,N00033363,S374,"H2AR04083,S4AR00103",63928,412508,135651,Tom Cotton,,21301,Tom Cotton
Huffman,Jared,,,,Jared Huffman,2/18/1964,M,rep,CA,2,,Democrat,https://huffman.house.gov,https://huffman.house.gov,2330 Rayburn House Office Building Washington DC 20515-0502,202-225-5161,https://huffman.house.gov/contact/email-me,http://huffman.house.gov/rss.xml,RepHuffman,1071102246,RepHuffman,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,,H001068,2101,N00033030,,H2CA06259,622431,412511,59849,Jared Huffman,,21303,Jared Huffman
Bera,Ami,,,,Ami Bera,3/2/1965,M,rep,CA,6,,Democrat,https://bera.house.gov,https://bera.house.gov,172 Cannon House Office Building Washington DC 20515-0506,202-225-5716,https://bera.house.gov/address_authentication?form=/contact/email-me,http://bera.house.gov/rss.xml,RepBera,950783972,RepAmiBera,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,,B001287,2102,N00030717,,H0CA03078,1033636,412512,120030,Ami Bera,,21304,Ami Bera
Swalwell,Eric,,,,Eric Swalwell,11/16/1980,M,rep,CA,14,,Democrat,https://swalwell.house.gov,https://swalwell.house.gov,174 Cannon House Office Building Washington DC 20515-0514,202-225-5065,https://swalwell.house.gov/address_authentication?form=/contact/email-me,,RepSwalwell,942156122,CongressmanEricSwalwell,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,,S001193,2104,N00033508,,H2CA15094,79729,412514,129529,Eric Swalwell,,21306,Eric Swalwell
Brownley,Julia,,,,Julia Brownley,8/28/1952,F,rep,CA,26,,Democrat,https://juliabrownley.house.gov,https://juliabrownley.house.gov,2262 Rayburn House Office Building Washington DC 20515-0526,202-225-5811,https://juliabrownley.house.gov/contact/email-me/,http://juliabrownley.house.gov/rss.xml,RepBrownley,1243902714,RepJuliaBrownley,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,,B001285,2106,N00034254,,H2CA00120,67561,412516,59904,Julia Brownley,,21308,Julia Brownley
Ruiz,Raul,,,,Raul Ruiz,8/25/1972,M,rep,CA,25,,Democrat,https://ruiz.house.gov,https://ruiz.house.gov,2342 Rayburn House Office Building Washington DC 20515-0525,202-225-5330,https://ruiz.house.gov/address_authentication?form=/contact/email-me,http://ruiz.house.gov/rss.xml,RepRaulRuizMD,1089859058,CongressmanRaulRuizMD,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,,R000599,2109,N00033510,,H2CA36439,67721,412519,136407,Raul Ruiz,,21311,Raul Ruiz (politician)
Takano,Mark,,,,Mark Takano,12/10/1960,M,rep,CA,39,,Democrat,https://takano.house.gov,https://takano.house.gov,2078 Rayburn House Office Building Washington DC 20515-0539,202-225-2305,https://takano.house.gov/contact/email-me?clear,http://takano.house.gov/rss.xml,RepMarkTakano,1037321378,RepMarkTakano,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,,T000472,2110,N00006701,,H2CA43245,2737,412520,22337,Mark Takano,,21312,Mark Takano
Vargas,Juan,,,,Juan Vargas,3/7/1961,M,rep,CA,52,,Democrat,https://vargas.house.gov,https://vargas.house.gov,2467 Rayburn House Office Building Washington DC 20515-0552,202-225-8045,https://vargas.house.gov/address_authentication?form=/contact/email-me,http://vargas.house.gov/rss.xml,RepJuanVargas,1260172386,RepJuanVargas,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,,V000130,2112,N00007021,,H2CA50026,8297,412522,29100,Juan Vargas,,21314,Juan Vargas
Peters,Scott,H.,,,Scott H. Peters,6/17/1958,M,rep,CA,50,,Democrat,https://scottpeters.house.gov,https://scottpeters.house.gov,2369 Rayburn House Office Building Washington DC 20515-0550,202-225-0508,https://calvert.house.gov/zip_authentication?form=/contact/email-me,http://scottpeters.house.gov/rss.xml,RepScottPeters,1135486501,RepScottPeters,,UCQK77QJxW7Xr-S3zqeMd-0g,,P000608,2113,N00033591,,H2CA52089,79661,412523,70351,Scott Peters,,21315,Scott Peters (politician)
Frankel,Lois,,,,Lois Frankel,5/16/1948,F,rep,FL,22,,Democrat,https://frankel.house.gov,https://frankel.house.gov,2305 Rayburn House Office Building Washington DC 20515-0922,202-225-9890,,http://frankel.house.gov/rss.xml,RepLoisFrankel,1077121945,RepLoisFrankel,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ,,F000462,2119,N00002893,,"H2FL14053,H2FL22080",623714,412529,8102,Lois Frankel,,21321,Lois Frankel
Duckworth,Tammy,,,,Tammy Duckworth,3/12/1968,F,sen,IL,,3,Democrat,https://www.duckworth.senate.gov,https://www.duckworth.senate.gov,524 Hart Senate Office Building Washington DC 20510,202-224-2854,https://www.duckworth.senate.gov/content/contact-senator,,SenDuckworth,1058520120,SenDuckworth,repduckworth,UCYRWRvUxtjaHnFMCbdd94tg,,D000622,2123,N00027860,S386,"H6IL06141,S6IL00292",94484,412533,57442,Tammy Duckworth,,21325,Tammy Duckworth
Barr,Garland,,,Andy,Andy Barr,7/24/1973,M,rep,KY,6,,Republican,https://barr.house.gov,https://barr.house.gov,2430 Rayburn House Office Building Washington DC 20515-1706,202-225-4706,,http://barr.house.gov/rss.xml,RepAndyBarr,1089334250,RepAndyBarr,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,,B001282,2131,N00031233,,H0KY06104,61848,412541,117290,Andy Barr,,21333,Andy Barr (American politician)
Warren,Elizabeth,,,,Elizabeth Warren,6/22/1949,F,sen,MA,,1,Democrat,https://www.warren.senate.gov,https://www.warren.senate.gov,311 Hart Senate Office Building Washington DC 20510,202-224-4543,https://www.warren.senate.gov/?p=email_senator,http://www.warren.senate.gov/rss/?p=hot_topic,SenWarren,970207298,senatorelizabethwarren,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,,W000817,2182,N00033492,S366,S2MA00170,1023023,412542,141272,Elizabeth Warren,,41301,Elizabeth Warren
King,Angus,S.,Jr.,,"Angus S. King, Jr.",3/31/1944,M,sen,ME,,1,Independent,https://www.king.senate.gov,https://www.king.senate.gov,133 Hart Senate Office Building Washington DC 20510,202-224-5344,https://www.king.senate.gov/contact,http://www.king.senate.gov/rss/feeds/?type=all,SenAngusKing,1068481578,SenatorAngusSKingJr,SenatorAngusKing,UCpp6lGvrmt0XU_lnD4Ak0gA,,K000383,2185,N00034580,S363,S2ME00109,37413,412545,22381,Angus King,,41300,Angus King
Wagner,Ann,,,,Ann Wagner,9/13/1962,F,rep,MO,2,,Republican,https://wagner.house.gov,https://wagner.house.gov,2350 Rayburn House Office Building Washington DC 20515-2502,202-225-1621,,http://wagner.house.gov/rss.xml,RepAnnWagner,1051446626,RepAnnWagner,,UCy2v2DXXvQnbRc8Zx77Dnsg,,W000812,2137,N00033106,,H2MO02102,82702,412548,136083,Ann Wagner,,21337,Ann Wagner
Daines,Steve,,,,Steve Daines,8/20/1962,M,sen,MT,,2,Republican,https://www.daines.senate.gov,https://www.daines.senate.gov,320 Hart Senate Office Building Washington DC 20510,202-224-2651,https://www.daines.senate.gov/connect/email-steve,,SteveDaines,11651202,SteveDainesMT,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,,D000618,2138,N00033054,S375,"H2MT01060,S2MT00096",1034037,412549,135720,Steve Daines,,21338,Steve Daines
Hudson,Richard,,,,Richard Hudson,11/4/1971,M,rep,NC,9,,Republican,https://hudson.house.gov,https://hudson.house.gov,2112 Rayburn House Office Building Washington DC 20515-3309,202-225-3715,,http://hudson.house.gov/rss.xml,RepRichHudson,935033864,RepRichHudson,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,,H001067,2140,N00033630,,H2NC08185,79622,412550,136448,Richard Hudson,,21346,Richard Hudson (American politician)
Cramer,Kevin,,,,Kevin Cramer,1/21/1961,M,sen,ND,,1,Republican,https://www.cramer.senate.gov,https://www.cramer.senate.gov,313 Hart Senate Office Building Washington DC 20510,202-224-2043,https://www.cramer.senate.gov/contact/contact-kevin,,SenKevinCramer,1048784496,CongressmanKevinCramer,kevincramer,UCqUPdO9XaAW-dvwwXKbIVdA,,C001096,2144,N00004614,S398,"H0ND01026,H6ND00074,S8ND00120",7600,412555,444,Kevin Cramer,,21350,Kevin Cramer
Fischer,Deb,,,,Deb Fischer,3/1/1951,F,sen,NE,,1,Republican,https://www.fischer.senate.gov,https://www.fischer.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-6551,https://www.fischer.senate.gov/public/index.cfm/contact,http://www.fischer.senate.gov/public/index.cfm/rss/feed,SenatorFischer,1071402577,senatordebfischer,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,,F000463,2179,N00033443,S357,S2NE00094,1034067,412556,41963,Deb Fischer,,41302,Deb Fischer
Meng,Grace,,,,Grace Meng,10/1/1975,F,rep,NY,6,,Democrat,https://meng.house.gov,https://meng.house.gov,2468 Rayburn House Office Building Washington DC 20515-3206,202-225-2601,https://meng.house.gov/address_authentication?form=/contact,http://meng.house.gov/rss.xml,RepGraceMeng,1051127714,repgracemeng,,UCHg516zJKbIBtXFAJ0nu3XQ,,M001188,2148,N00034547,,H2NY06116,68411,412560,69157,Grace Meng,,21342,Grace Meng
Jeffries,Hakeem,S.,,,Hakeem S. Jeffries,8/4/1970,M,rep,NY,8,,Democrat,https://jeffries.house.gov,https://jeffries.house.gov,2267 Rayburn House Office Building Washington DC 20515-3208,202-225-5936,https://jeffriesforms.house.gov/contact/,http://jeffries.house.gov/rss.xml,RepJeffries,467823431,RepHakeemJeffries,,UCYVmbsjoNbQ4j-PCQIYgpWQ,,J000294,2149,N00033640,,H2NY10092,79612,412561,55285,Hakeem Jeffries,,21343,Hakeem Jeffries
Beatty,Joyce,,,,Joyce Beatty,3/12/1950,F,rep,OH,3,,Democrat,https://beatty.house.gov,https://beatty.house.gov,2079 Rayburn House Office Building Washington DC 20515-3503,202-225-4324,,http://beatty.house.gov/rss.xml,RepBeatty,1531521632,RepJoyceBeatty,,UCtVl3kb7Xvt3pY7l6x-M6LA,,B001281,2153,N00033904,,H2OH03125,67294,412565,2427,Joyce Beatty,,21352,Joyce Beatty
Joyce,David,P.,,,David P. Joyce,3/17/1957,M,rep,OH,14,,Republican,https://joyce.house.gov,https://joyce.house.gov,2065 Rayburn House Office Building Washington DC 20515-3514,202-225-5731,,http://joyce.house.gov/rss/press-releases.xml,RepDaveJoyce,976969338,RepDaveJoyce,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA,,J000295,2154,N00035007,,H2OH14064,68561,412566,143052,David Joyce,,21353,David Joyce (politician)
Mullin,Markwayne,,,,Markwayne Mullin,7/26/1977,M,sen,OK,,2,Republican,https://www.mullin.senate.gov,https://www.mullin.senate.gov,330 Hart Senate Office Building Washington DC 20510,202-224-4721,https://www.mullin.senate.gov/contact/,,SenMullin,1060370282,RepMullin,,UCLQlm-cbGbJj9baZC6oFsag,,M001190,2156,N00033410,S419,"H2OK02083,S2OK00186",1034045,412568,135898,Markwayne Mullin,,21355,Markwayne Mullin
Perry,Scott,,,,Scott Perry,5/27/1962,M,rep,PA,10,,Republican,https://perry.house.gov,https://perry.house.gov,2160 Rayburn House Office Building Washington DC 20515-3810,202-225-5836,,http://perry.house.gov/rss.xml,RepScottPerry,18773159,repscottperry,RepScottPerry,UCzgrU5PT_HHRgf5hXPen4dQ,,P000605,2157,N00034120,,H2PA04135,79873,412569,59980,Scott Perry,,21356,Scott Perry (politician)
Cruz,Ted,,,,Ted Cruz,12/22/1970,M,sen,TX,,1,Republican,https://www.cruz.senate.gov,https://www.cruz.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-5922,https://www.cruz.senate.gov/?p=form&id=16,,SenTedCruz,1074480192,SenatorTedCruz,sentedcruz,UCOTZ-6H1rri1lSsj6IzhUyw,,C001098,2175,N00033085,S355,S2TX00312,1019953,412573,135705,Ted Cruz,,41304,Ted Cruz
